指数名称,当前点数,当前价格,涨跌率,成交量（手）,成交额（万元）,日期,时间
上证指数,3064.7583,-16.4190,-0.53,276358,3645987,2018-05-03,09:57:50
上证指数,3064.5460,-16.6313,-0.54,276823,3651666,2018-05-03,09:57:55
上证指数,3064.7736,-16.4037,-0.53,277604,3661307,2018-05-03,09:58:00
上证指数,3065.0514,-16.1259,-0.52,278205,3670053,2018-05-03,09:58:05
上证指数,3065.3659,-15.8114,-0.51,278684,3676141,2018-05-03,09:58:10
上证指数,3065.0716,-16.1057,-0.52,279431,3686685,2018-05-03,09:58:15
上证指数,3066.4235,-14.7538,-0.48,279976,3694971,2018-05-03,09:58:20
上证指数,3065.8601,-15.3172,-0.50,280512,3701794,2018-05-03,09:58:25
上证指数,3066.8328,-14.3445,-0.47,281225,3710885,2018-05-03,09:58:30
上证指数,3066.7712,-14.4061,-0.47,282145,3723294,2018-05-03,09:58:35
上证指数,3067.6392,-13.5381,-0.44,282803,3731815,2018-05-03,09:58:40
上证指数,3067.9990,-13.1783,-0.43,283299,3737885,2018-05-03,09:58:45
上证指数,3068.1159,-13.0614,-0.42,284197,3748349,2018-05-03,09:58:50
上证指数,3068.5216,-12.6557,-0.41,284889,3758168,2018-05-03,09:58:55
上证指数,3067.8981,-13.2792,-0.43,285479,3765513,2018-05-03,09:59:00
上证指数,3068.8425,-12.3348,-0.40,286424,3777495,2018-05-03,09:59:06
上证指数,3069.1394,-12.0379,-0.39,287008,3786003,2018-05-03,09:59:11
上证指数,3069.7096,-11.4677,-0.37,287677,3793491,2018-05-03,09:59:16
上证指数,3069.4132,-11.7641,-0.38,288348,3802464,2018-05-03,09:59:21
上证指数,3069.1775,-11.9998,-0.39,288942,3810234,2018-05-03,09:59:26
上证指数,3069.3136,-11.8637,-0.39,289472,3815801,2018-05-03,09:59:31
上证指数,3070.3917,-10.7856,-0.35,290155,3825192,2018-05-03,09:59:36
上证指数,3069.9184,-11.2589,-0.37,290786,3834069,2018-05-03,09:59:41
上证指数,3070.0717,-11.1056,-0.36,291463,3842427,2018-05-03,09:59:46
上证指数,3070.6504,-10.5269,-0.34,292367,3853372,2018-05-03,09:59:51
上证指数,3070.4597,-10.7176,-0.35,293118,3862898,2018-05-03,09:59:56
上证指数,3070.8358,-10.3415,-0.34,293703,3870121,2018-05-03,10:00:01
上证指数,3070.8440,-10.3333,-0.34,294546,3880753,2018-05-03,10:00:06
上证指数,3070.4002,-10.7771,-0.35,295304,3889494,2018-05-03,10:00:11
上证指数,3070.6008,-10.5765,-0.34,295770,3895439,2018-05-03,10:00:16
上证指数,3071.0018,-10.1755,-0.33,296512,3906548,2018-05-03,10:00:21
上证指数,3070.8995,-10.2778,-0.33,297276,3916591,2018-05-03,10:00:26
上证指数,3071.4530,-9.7243,-0.32,297772,3922693,2018-05-03,10:00:31
上证指数,3071.3319,-9.8454,-0.32,298537,3933561,2018-05-03,10:00:36
上证指数,3071.6449,-9.5324,-0.31,299197,3941582,2018-05-03,10:00:41
上证指数,3071.9603,-9.2170,-0.30,299670,3947367,2018-05-03,10:00:46
上证指数,3071.7718,-9.4055,-0.31,300369,3955826,2018-05-03,10:00:51
上证指数,3071.5457,-9.6316,-0.31,301036,3964197,2018-05-03,10:00:56
上证指数,3071.6563,-9.5210,-0.31,301534,3969615,2018-05-03,10:01:01
上证指数,3071.2796,-9.8977,-0.32,302400,3979759,2018-05-03,10:01:06
上证指数,3071.5783,-9.5990,-0.31,303025,3988717,2018-05-03,10:01:11
上证指数,3071.4949,-9.6824,-0.31,303635,3995738,2018-05-03,10:01:16
上证指数,3071.2167,-9.9606,-0.32,304370,4004178,2018-05-03,10:01:21
上证指数,3070.9861,-10.1912,-0.33,304916,4010974,2018-05-03,10:01:26
上证指数,3071.0356,-10.1417,-0.33,305387,4016426,2018-05-03,10:01:31
上证指数,3071.1274,-10.0499,-0.33,306091,4025256,2018-05-03,10:01:36
上证指数,3070.9246,-10.2527,-0.33,306791,4034244,2018-05-03,10:01:41
上证指数,3070.9101,-10.2672,-0.33,307205,4039519,2018-05-03,10:01:46
上证指数,3070.5288,-10.6485,-0.35,307977,4049139,2018-05-03,10:01:51
上证指数,3070.2591,-10.9182,-0.35,308654,4058342,2018-05-03,10:01:56
上证指数,3070.3508,-10.8265,-0.35,309095,4063386,2018-05-03,10:02:01
上证指数,3070.0048,-11.1725,-0.36,309829,4073157,2018-05-03,10:02:06
上证指数,3070.1759,-11.0014,-0.36,310547,4082242,2018-05-03,10:02:11
上证指数,3070.1300,-11.0473,-0.36,311161,4089298,2018-05-03,10:02:16
上证指数,3070.1338,-11.0435,-0.36,311611,4095335,2018-05-03,10:02:21
上证指数,3069.8562,-11.3211,-0.37,312288,4103465,2018-05-03,10:02:26
上证指数,3070.1280,-11.0493,-0.36,312841,4111482,2018-05-03,10:02:32
上证指数,3069.3326,-11.8447,-0.38,313278,4116430,2018-05-03,10:02:37
上证指数,3069.7573,-11.4200,-0.37,313818,4123111,2018-05-03,10:02:42
上证指数,3070.2395,-10.9378,-0.35,314350,4130152,2018-05-03,10:02:47
上证指数,3069.9298,-11.2475,-0.37,314796,4134813,2018-05-03,10:02:52
上证指数,3069.7046,-11.4727,-0.37,315446,4142866,2018-05-03,10:02:57
上证指数,3069.9150,-11.2623,-0.37,316074,4150971,2018-05-03,10:03:02
上证指数,3069.3312,-11.8461,-0.38,316565,4156825,2018-05-03,10:03:07
上证指数,3069.2678,-11.9095,-0.39,317175,4164282,2018-05-03,10:03:12
上证指数,3068.7599,-12.4174,-0.40,317701,4170899,2018-05-03,10:03:17
上证指数,3068.9369,-12.2404,-0.40,318131,4176247,2018-05-03,10:03:22
上证指数,3069.3053,-11.8720,-0.39,318881,4184529,2018-05-03,10:03:27
上证指数,3068.7187,-12.4586,-0.40,319408,4192131,2018-05-03,10:03:32
上证指数,3068.6212,-12.5561,-0.41,319749,4196756,2018-05-03,10:03:37
上证指数,3068.5156,-12.6617,-0.41,320378,4204634,2018-05-03,10:03:42
上证指数,3068.8915,-12.2858,-0.40,320915,4211148,2018-05-03,10:03:47
上证指数,3068.5639,-12.6134,-0.41,321437,4217672,2018-05-03,10:03:52
上证指数,3068.4181,-12.7592,-0.41,321960,4224882,2018-05-03,10:03:57
上证指数,3068.7799,-12.3974,-0.40,322553,4232899,2018-05-03,10:04:02
上证指数,3068.5980,-12.5793,-0.41,322944,4237628,2018-05-03,10:04:07
上证指数,3069.1035,-12.0738,-0.39,323534,4245716,2018-05-03,10:04:12
上证指数,3068.3755,-12.8018,-0.42,324037,4252538,2018-05-03,10:04:17
上证指数,3068.6502,-12.5271,-0.41,324471,4258121,2018-05-03,10:04:22
上证指数,3068.5097,-12.6676,-0.41,324987,4265451,2018-05-03,10:04:27
上证指数,3068.4759,-12.7014,-0.41,325484,4272203,2018-05-03,10:04:32
上证指数,3067.8390,-13.3383,-0.43,325797,4276582,2018-05-03,10:04:37
上证指数,3068.5600,-12.6173,-0.41,326389,4284075,2018-05-03,10:04:42
上证指数,3068.5656,-12.6117,-0.41,326847,4289992,2018-05-03,10:04:47
上证指数,3068.0398,-13.1375,-0.43,327215,4294725,2018-05-03,10:04:52
上证指数,3067.8938,-13.2835,-0.43,327768,4301252,2018-05-03,10:04:57
上证指数,3068.0268,-13.1505,-0.43,328316,4307222,2018-05-03,10:05:02
上证指数,3067.7786,-13.3987,-0.43,328710,4312209,2018-05-03,10:05:07
上证指数,3068.1115,-13.0658,-0.42,329165,4318517,2018-05-03,10:05:12
上证指数,3068.1234,-13.0539,-0.42,329630,4325271,2018-05-03,10:05:17
上证指数,3068.3521,-12.8252,-0.42,330002,4329306,2018-05-03,10:05:22
上证指数,3068.3518,-12.8255,-0.42,330511,4335446,2018-05-03,10:05:27
上证指数,3068.3687,-12.8086,-0.42,330967,4343086,2018-05-03,10:05:32
上证指数,3067.9738,-13.2035,-0.43,331403,4348635,2018-05-03,10:05:37
上证指数,3067.9646,-13.2127,-0.43,332078,4357852,2018-05-03,10:05:42
上证指数,3067.7522,-13.4251,-0.44,332727,4364859,2018-05-03,10:05:47
上证指数,3068.4335,-12.7438,-0.41,333246,4371847,2018-05-03,10:05:52
上证指数,3068.4219,-12.7554,-0.41,333642,4376637,2018-05-03,10:05:57
上证指数,3068.2616,-12.9157,-0.42,334259,4384468,2018-05-03,10:06:02
上证指数,3068.5521,-12.6252,-0.41,334763,4391953,2018-05-03,10:06:07
上证指数,3068.5713,-12.6060,-0.41,335263,4397330,2018-05-03,10:06:12
上证指数,3068.4252,-12.7521,-0.41,335845,4404682,2018-05-03,10:06:18
上证指数,3068.1264,-13.0509,-0.42,336361,4411192,2018-05-03,10:06:23
上证指数,3068.8446,-12.3327,-0.40,336738,4415508,2018-05-03,10:06:28
上证指数,3068.3411,-12.8362,-0.42,337430,4424199,2018-05-03,10:06:33
上证指数,3068.7041,-12.4732,-0.40,337956,4429790,2018-05-03,10:06:38
上证指数,3068.9918,-12.1855,-0.40,338336,4434390,2018-05-03,10:06:43
上证指数,3069.0561,-12.1212,-0.39,338958,4441955,2018-05-03,10:06:48
上证指数,3069.5525,-11.6248,-0.38,339486,4449123,2018-05-03,10:06:53
上证指数,3068.9459,-12.2314,-0.40,339935,4453804,2018-05-03,10:06:58
上证指数,3068.9277,-12.2496,-0.40,340474,4460942,2018-05-03,10:07:03
上证指数,3068.6959,-12.4814,-0.41,341043,4467313,2018-05-03,10:07:08
上证指数,3068.1150,-13.0623,-0.42,341463,4472690,2018-05-03,10:07:13
上证指数,3068.7282,-12.4491,-0.40,342274,4483698,2018-05-03,10:07:18
上证指数,3067.8390,-13.3383,-0.43,342857,4490796,2018-05-03,10:07:23
上证指数,3067.3260,-13.8513,-0.45,343409,4496816,2018-05-03,10:07:28
上证指数,3067.5301,-13.6472,-0.44,344125,4506051,2018-05-03,10:07:33
上证指数,3067.4808,-13.6965,-0.44,344629,4512389,2018-05-03,10:07:38
上证指数,3067.5337,-13.6436,-0.44,345067,4517980,2018-05-03,10:07:43
上证指数,3067.5932,-13.5841,-0.44,345702,4526900,2018-05-03,10:07:48
上证指数,3067.4082,-13.7691,-0.45,346242,4534114,2018-05-03,10:07:53
上证指数,3067.3467,-13.8306,-0.45,346787,4540960,2018-05-03,10:07:58
上证指数,3067.3061,-13.8712,-0.45,347580,4550705,2018-05-03,10:08:03
上证指数,3067.7902,-13.3871,-0.43,348112,4557656,2018-05-03,10:08:08
上证指数,3067.4954,-13.6819,-0.44,348600,4564089,2018-05-03,10:08:13
上证指数,3066.8920,-14.2853,-0.46,349357,4572448,2018-05-03,10:08:18
上证指数,3067.6122,-13.5651,-0.44,349895,4579566,2018-05-03,10:08:23
上证指数,3067.1718,-14.0055,-0.45,350379,4585672,2018-05-03,10:08:28
上证指数,3066.4568,-14.7205,-0.48,351050,4593771,2018-05-03,10:08:33
上证指数,3066.8486,-14.3287,-0.47,351458,4600441,2018-05-03,10:08:38
上证指数,3066.8372,-14.3401,-0.47,351959,4606524,2018-05-03,10:08:43
上证指数,3067.2115,-13.9658,-0.45,352601,4614747,2018-05-03,10:08:48
上证指数,3066.9156,-14.2617,-0.46,353070,4621630,2018-05-03,10:08:53
上证指数,3066.3268,-14.8505,-0.48,353619,4627585,2018-05-03,10:08:58
上证指数,3066.3995,-14.7778,-0.48,354410,4636498,2018-05-03,10:09:03
上证指数,3065.6470,-15.5303,-0.50,355161,4644084,2018-05-03,10:09:08
上证指数,3065.8504,-15.3269,-0.50,355433,4647808,2018-05-03,10:09:13
上证指数,3065.8194,-15.3579,-0.50,356147,4656446,2018-05-03,10:09:18
上证指数,3066.5341,-14.6432,-0.48,356836,4664880,2018-05-03,10:09:23
上证指数,3065.5934,-15.5839,-0.51,357325,4670528,2018-05-03,10:09:28
上证指数,3065.5171,-15.6602,-0.51,357998,4677350,2018-05-03,10:09:33
上证指数,3066.2922,-14.8851,-0.48,358682,4685695,2018-05-03,10:09:38
上证指数,3066.1557,-15.0216,-0.49,359162,4691730,2018-05-03,10:09:44
上证指数,3067.1377,-14.0396,-0.46,359924,4699200,2018-05-03,10:09:49
上证指数,3067.5235,-13.6538,-0.44,360694,4707389,2018-05-03,10:09:54
上证指数,3066.5850,-14.5923,-0.47,361183,4713861,2018-05-03,10:09:59
上证指数,3065.7236,-15.4537,-0.50,361642,4718820,2018-05-03,10:10:04
上证指数,3066.3493,-14.8280,-0.48,362301,4726377,2018-05-03,10:10:09
上证指数,3066.4258,-14.7515,-0.48,362716,4731543,2018-05-03,10:10:14
上证指数,3066.5580,-14.6193,-0.47,363341,4737783,2018-05-03,10:10:19
上证指数,3066.8039,-14.3734,-0.47,363907,4744561,2018-05-03,10:10:24
上证指数,3066.8170,-14.3603,-0.47,364383,4750191,2018-05-03,10:10:29
上证指数,3066.6736,-14.5037,-0.47,364883,4755899,2018-05-03,10:10:34
上证指数,3066.1103,-15.0670,-0.49,365519,4763893,2018-05-03,10:10:39
上证指数,3066.7071,-14.4702,-0.47,365978,4769160,2018-05-03,10:10:44
上证指数,3066.6261,-14.5512,-0.47,366467,4775153,2018-05-03,10:10:49
上证指数,3065.9281,-15.2492,-0.49,366997,4781921,2018-05-03,10:10:54
上证指数,3066.8641,-14.3132,-0.46,367638,4789356,2018-05-03,10:10:59
上证指数,3066.7920,-14.3853,-0.47,368171,4796364,2018-05-03,10:11:04
上证指数,3066.7291,-14.4482,-0.47,368858,4805244,2018-05-03,10:11:09
上证指数,3066.9012,-14.2761,-0.46,369285,4810422,2018-05-03,10:11:14
上证指数,3066.5169,-14.6604,-0.48,369725,4815930,2018-05-03,10:11:19
上证指数,3066.8436,-14.3337,-0.47,370360,4824482,2018-05-03,10:11:24
上证指数,3066.5763,-14.6010,-0.47,370760,4829657,2018-05-03,10:11:29
上证指数,3066.6728,-14.5045,-0.47,371254,4835633,2018-05-03,10:11:34
上证指数,3066.9073,-14.2700,-0.46,371869,4843302,2018-05-03,10:11:39
上证指数,3067.1986,-13.9787,-0.45,372345,4849621,2018-05-03,10:11:44
上证指数,3067.1021,-14.0752,-0.46,372759,4854395,2018-05-03,10:11:49
上证指数,3067.4253,-13.7520,-0.45,373423,4861471,2018-05-03,10:11:54
上证指数,3067.1888,-13.9885,-0.45,373932,4867292,2018-05-03,10:11:59
上证指数,3067.2625,-13.9148,-0.45,374351,4872610,2018-05-03,10:12:04
上证指数,3067.2224,-13.9549,-0.45,374968,4880443,2018-05-03,10:12:09
上证指数,3067.4344,-13.7429,-0.45,375618,4887937,2018-05-03,10:12:14
上证指数,3067.4832,-13.6941,-0.44,376070,4893307,2018-05-03,10:12:19
上证指数,3067.4563,-13.7210,-0.45,376608,4899893,2018-05-03,10:12:24
上证指数,3067.4247,-13.7526,-0.45,377128,4905533,2018-05-03,10:12:29
上证指数,3068.1490,-13.0283,-0.42,377582,4911010,2018-05-03,10:12:34
上证指数,3067.4470,-13.7303,-0.45,378095,4917990,2018-05-03,10:12:39
上证指数,3067.9184,-13.2589,-0.43,378655,4924714,2018-05-03,10:12:44
上证指数,3067.8822,-13.2951,-0.43,379173,4932143,2018-05-03,10:12:49
上证指数,3068.0984,-13.0789,-0.42,379494,4936097,2018-05-03,10:12:54
上证指数,3067.6696,-13.5077,-0.44,380091,4943875,2018-05-03,10:12:59
上证指数,3067.8556,-13.3217,-0.43,380597,4949434,2018-05-03,10:13:04
上证指数,3068.2172,-12.9601,-0.42,381052,4954743,2018-05-03,10:13:09
上证指数,3068.2870,-12.8903,-0.42,381611,4961275,2018-05-03,10:13:14
上证指数,3067.9739,-13.2034,-0.43,382522,4968722,2018-05-03,10:13:20
上证指数,3068.5505,-12.6268,-0.41,382964,4973709,2018-05-03,10:13:25
上证指数,3068.0802,-13.0971,-0.43,383542,4980715,2018-05-03,10:13:30
上证指数,3068.2882,-12.8891,-0.42,383984,4985999,2018-05-03,10:13:35
上证指数,3068.7306,-12.4467,-0.40,384380,4991870,2018-05-03,10:13:40
上证指数,3068.3993,-12.7780,-0.41,384894,4998421,2018-05-03,10:13:45
上证指数,3067.9844,-13.1929,-0.43,385417,5004724,2018-05-03,10:13:50
上证指数,3068.0415,-13.1358,-0.43,385766,5009209,2018-05-03,10:13:55
上证指数,3067.9001,-13.2772,-0.43,386322,5015861,2018-05-03,10:14:00
上证指数,3068.1371,-13.0402,-0.42,386779,5021063,2018-05-03,10:14:05
上证指数,3067.9117,-13.2656,-0.43,387261,5026370,2018-05-03,10:14:10
上证指数,3068.0545,-13.1228,-0.43,387863,5033529,2018-05-03,10:14:15
上证指数,3068.0684,-13.1089,-0.43,388330,5038914,2018-05-03,10:14:20
上证指数,3068.0318,-13.1455,-0.43,388711,5043789,2018-05-03,10:14:25
上证指数,3068.3459,-12.8314,-0.42,389284,5050966,2018-05-03,10:14:30
上证指数,3068.1860,-12.9913,-0.42,389734,5057480,2018-05-03,10:14:35
上证指数,3068.0547,-13.1226,-0.43,390147,5062332,2018-05-03,10:14:40
上证指数,3068.4577,-12.7196,-0.41,390687,5068882,2018-05-03,10:14:45
上证指数,3068.5590,-12.6183,-0.41,391206,5074521,2018-05-03,10:14:50
上证指数,3068.4614,-12.7159,-0.41,391562,5079147,2018-05-03,10:14:55
上证指数,3068.1763,-13.0010,-0.42,392104,5086127,2018-05-03,10:15:00
上证指数,3067.5908,-13.5865,-0.44,392626,5092244,2018-05-03,10:15:05
上证指数,3067.2880,-13.8893,-0.45,393101,5097851,2018-05-03,10:15:10
上证指数,3067.5416,-13.6357,-0.44,393567,5103796,2018-05-03,10:15:15
上证指数,3067.6105,-13.5668,-0.44,394051,5110316,2018-05-03,10:15:20
上证指数,3067.4674,-13.7099,-0.44,394520,5116334,2018-05-03,10:15:25
上证指数,3067.6242,-13.5531,-0.44,394994,5122223,2018-05-03,10:15:30
上证指数,3066.5288,-14.6485,-0.48,395586,5129347,2018-05-03,10:15:35
上证指数,3067.0966,-14.0807,-0.46,396005,5134792,2018-05-03,10:15:40
上证指数,3066.7593,-14.4180,-0.47,396550,5141445,2018-05-03,10:15:45
上证指数,3066.2938,-14.8835,-0.48,397079,5148555,2018-05-03,10:15:50
上证指数,3066.2474,-14.9299,-0.48,397606,5155616,2018-05-03,10:15:55
上证指数,3065.1163,-16.0610,-0.52,398535,5166689,2018-05-03,10:16:00
上证指数,3064.8053,-16.3720,-0.53,399302,5175779,2018-05-03,10:16:05
上证指数,3064.9913,-16.1860,-0.53,400015,5184360,2018-05-03,10:16:10
上证指数,3065.3010,-15.8763,-0.52,400770,5193456,2018-05-03,10:16:15
上证指数,3064.5784,-16.5989,-0.54,401317,5200372,2018-05-03,10:16:20
上证指数,3064.2352,-16.9421,-0.55,402023,5209233,2018-05-03,10:16:25
上证指数,3064.8440,-16.3333,-0.53,402522,5216633,2018-05-03,10:16:31
上证指数,3064.7767,-16.4006,-0.53,403047,5223662,2018-05-03,10:16:36
上证指数,3064.8333,-16.3440,-0.53,403791,5233695,2018-05-03,10:16:41
上证指数,3064.7585,-16.4188,-0.53,404289,5240431,2018-05-03,10:16:46
上证指数,3064.6537,-16.5236,-0.54,405000,5250442,2018-05-03,10:16:51
上证指数,3064.1281,-17.0492,-0.55,405686,5258439,2018-05-03,10:16:56
上证指数,3063.8682,-17.3091,-0.56,406415,5266065,2018-05-03,10:17:01
上证指数,3063.8100,-17.3673,-0.56,407127,5275507,2018-05-03,10:17:06
上证指数,3063.3982,-17.7791,-0.58,407777,5282508,2018-05-03,10:17:11
上证指数,3064.2400,-16.9373,-0.55,408286,5289889,2018-05-03,10:17:16
上证指数,3064.1049,-17.0724,-0.55,408966,5298245,2018-05-03,10:17:21
上证指数,3063.6550,-17.5223,-0.57,409725,5306067,2018-05-03,10:17:26
上证指数,3064.2511,-16.9262,-0.55,410254,5313089,2018-05-03,10:17:31
上证指数,3063.8655,-17.3118,-0.56,411110,5323100,2018-05-03,10:17:36
上证指数,3063.8778,-17.2995,-0.56,411824,5330901,2018-05-03,10:17:41
上证指数,3063.2740,-17.9033,-0.58,412335,5336959,2018-05-03,10:17:46
上证指数,3064.1192,-17.0581,-0.55,412992,5345472,2018-05-03,10:17:51
上证指数,3063.7026,-17.4747,-0.57,413633,5353616,2018-05-03,10:17:56
上证指数,3063.5509,-17.6264,-0.57,414180,5359804,2018-05-03,10:18:01
上证指数,3062.6536,-18.5237,-0.60,414803,5367737,2018-05-03,10:18:06
上证指数,3064.1136,-17.0637,-0.55,415451,5376220,2018-05-03,10:18:11
上证指数,3064.0721,-17.1052,-0.56,415973,5382897,2018-05-03,10:18:16
上证指数,3063.9281,-17.2492,-0.56,416582,5390119,2018-05-03,10:18:21
上证指数,3063.3276,-17.8497,-0.58,417198,5397036,2018-05-03,10:18:26
上证指数,3063.6609,-17.5164,-0.57,417598,5402103,2018-05-03,10:18:31
上证指数,3063.5131,-17.6642,-0.57,418229,5409581,2018-05-03,10:18:36
上证指数,3063.8074,-17.3699,-0.56,418739,5415629,2018-05-03,10:18:41
上证指数,3064.3160,-16.8613,-0.55,419164,5420494,2018-05-03,10:18:46
上证指数,3063.4913,-17.6860,-0.57,419647,5426612,2018-05-03,10:18:51
上证指数,3064.0830,-17.0943,-0.55,420096,5431594,2018-05-03,10:18:56
上证指数,3063.6432,-17.5341,-0.57,420532,5436690,2018-05-03,10:19:01
上证指数,3063.4657,-17.7116,-0.57,421137,5444246,2018-05-03,10:19:06
上证指数,3063.4513,-17.7260,-0.58,421642,5451075,2018-05-03,10:19:11
上证指数,3063.7985,-17.3788,-0.56,422088,5455764,2018-05-03,10:19:16
上证指数,3063.6266,-17.5507,-0.57,422481,5460689,2018-05-03,10:19:21
上证指数,3063.6585,-17.5188,-0.57,422971,5466136,2018-05-03,10:19:26
上证指数,3064.2274,-16.9499,-0.55,423332,5469867,2018-05-03,10:19:31
上证指数,3063.5606,-17.6167,-0.57,423853,5476341,2018-05-03,10:19:36
上证指数,3064.3801,-16.7972,-0.55,424303,5481582,2018-05-03,10:19:41
上证指数,3064.1810,-16.9963,-0.55,424745,5486089,2018-05-03,10:19:46
上证指数,3064.2653,-16.9120,-0.55,425160,5491236,2018-05-03,10:19:51
上证指数,3064.3684,-16.8089,-0.55,425741,5497308,2018-05-03,10:19:56
上证指数,3064.0329,-17.1444,-0.56,426048,5500437,2018-05-03,10:20:02
上证指数,3064.2771,-16.9002,-0.55,426588,5506986,2018-05-03,10:20:07
上证指数,3064.9035,-16.2738,-0.53,427064,5512820,2018-05-03,10:20:12
上证指数,3064.0350,-17.1423,-0.56,427470,5516847,2018-05-03,10:20:17
上证指数,3064.7266,-16.4507,-0.53,427977,5522684,2018-05-03,10:20:22
上证指数,3064.6994,-16.4779,-0.53,428453,5528317,2018-05-03,10:20:27
上证指数,3064.4081,-16.7692,-0.54,428878,5533681,2018-05-03,10:20:32
上证指数,3064.8264,-16.3509,-0.53,429405,5538975,2018-05-03,10:20:37
上证指数,3064.1849,-16.9924,-0.55,429910,5544373,2018-05-03,10:20:42
上证指数,3064.6179,-16.5594,-0.54,430337,5549123,2018-05-03,10:20:47
上证指数,3064.0081,-17.1692,-0.56,430659,5553060,2018-05-03,10:20:52
上证指数,3064.4120,-16.7653,-0.54,431065,5558793,2018-05-03,10:20:57
上证指数,3064.1708,-17.0065,-0.55,431482,5563630,2018-05-03,10:21:02
上证指数,3064.3099,-16.8674,-0.55,431918,5568418,2018-05-03,10:21:07
上证指数,3064.6435,-16.5338,-0.54,432325,5573466,2018-05-03,10:21:12
上证指数,3064.7865,-16.3908,-0.53,432835,5579073,2018-05-03,10:21:17
上证指数,3064.3320,-16.8453,-0.55,433202,5583372,2018-05-03,10:21:22
上证指数,3063.9686,-17.2087,-0.56,433753,5589729,2018-05-03,10:21:27
上证指数,3064.4143,-16.7630,-0.54,434142,5594636,2018-05-03,10:21:32
上证指数,3064.3023,-16.8750,-0.55,434464,5598314,2018-05-03,10:21:37
上证指数,3064.8833,-16.2940,-0.53,434866,5603309,2018-05-03,10:21:42
上证指数,3064.7447,-16.4326,-0.53,435268,5607730,2018-05-03,10:21:47
上证指数,3064.8288,-16.3485,-0.53,435635,5611783,2018-05-03,10:21:52
上证指数,3064.6364,-16.5409,-0.54,436050,5617082,2018-05-03,10:21:57
上证指数,3064.5175,-16.6598,-0.54,436490,5621752,2018-05-03,10:22:02
上证指数,3064.0263,-17.1510,-0.56,436889,5626210,2018-05-03,10:22:07
上证指数,3064.4863,-16.6910,-0.54,437501,5633897,2018-05-03,10:22:12
上证指数,3064.8346,-16.3427,-0.53,437823,5637747,2018-05-03,10:22:17
上证指数,3064.7586,-16.4187,-0.53,438164,5641482,2018-05-03,10:22:22
上证指数,3064.6982,-16.4791,-0.53,438635,5646931,2018-05-03,10:22:27
上证指数,3064.6157,-16.5616,-0.54,438997,5651059,2018-05-03,10:22:32
上证指数,3064.3153,-16.8620,-0.55,439326,5654670,2018-05-03,10:22:37
上证指数,3064.1007,-17.0766,-0.55,439756,5659987,2018-05-03,10:22:42
上证指数,3064.8911,-16.2862,-0.53,440188,5665106,2018-05-03,10:22:47
上证指数,3064.7580,-16.4193,-0.53,440591,5670183,2018-05-03,10:22:52
上证指数,3064.2155,-16.9618,-0.55,441093,5676070,2018-05-03,10:22:57
上证指数,3064.0535,-17.1238,-0.56,441527,5680807,2018-05-03,10:23:02
上证指数,3064.1575,-17.0198,-0.55,441900,5685782,2018-05-03,10:23:07
上证指数,3064.5085,-16.6688,-0.54,442300,5690948,2018-05-03,10:23:12
上证指数,3064.3231,-16.8542,-0.55,442688,5695816,2018-05-03,10:23:17
上证指数,3064.7214,-16.4559,-0.53,443024,5700473,2018-05-03,10:23:22
上证指数,3064.1703,-17.0070,-0.55,443483,5706872,2018-05-03,10:23:27
上证指数,3064.3340,-16.8433,-0.55,443930,5711980,2018-05-03,10:23:32
上证指数,3063.9213,-17.2560,-0.56,444286,5716033,2018-05-03,10:23:37
上证指数,3064.1310,-17.0463,-0.55,444843,5722285,2018-05-03,10:23:43
上证指数,3063.9154,-17.2619,-0.56,445196,5726412,2018-05-03,10:23:48
上证指数,3063.9133,-17.2640,-0.56,445681,5732311,2018-05-03,10:23:53
上证指数,3064.1262,-17.0511,-0.55,446037,5737030,2018-05-03,10:23:58
上证指数,3063.3140,-17.8633,-0.58,446479,5742162,2018-05-03,10:24:03
上证指数,3063.6870,-17.4903,-0.57,446965,5747346,2018-05-03,10:24:08
上证指数,3064.2893,-16.8880,-0.55,447340,5751819,2018-05-03,10:24:13
上证指数,3064.2128,-16.9645,-0.55,447723,5756677,2018-05-03,10:24:18
上证指数,3064.1305,-17.0468,-0.55,448081,5761019,2018-05-03,10:24:23
上证指数,3063.8481,-17.3292,-0.56,448465,5765194,2018-05-03,10:24:28
上证指数,3063.4870,-17.6903,-0.57,448966,5770802,2018-05-03,10:24:33
上证指数,3063.9823,-17.1950,-0.56,449485,5776749,2018-05-03,10:24:38
上证指数,3063.5496,-17.6277,-0.57,450000,5781625,2018-05-03,10:24:43
上证指数,3064.2143,-16.9630,-0.55,450537,5787562,2018-05-03,10:24:48
上证指数,3063.6080,-17.5693,-0.57,450958,5792157,2018-05-03,10:24:53
上证指数,3063.2547,-17.9226,-0.58,451325,5796069,2018-05-03,10:24:58
上证指数,3063.0757,-18.1016,-0.59,451835,5801708,2018-05-03,10:25:03
上证指数,3062.9581,-18.2192,-0.59,452317,5807314,2018-05-03,10:25:08
上证指数,3063.2966,-17.8807,-0.58,452797,5812350,2018-05-03,10:25:13
上证指数,3063.4121,-17.7652,-0.58,453236,5817799,2018-05-03,10:25:18
上证指数,3063.4499,-17.7274,-0.58,453675,5822735,2018-05-03,10:25:23
上证指数,3063.2932,-17.8841,-0.58,454100,5827409,2018-05-03,10:25:28
上证指数,3063.4999,-17.6774,-0.57,454568,5833414,2018-05-03,10:25:33
